,runtime_minutes,genres,title,foreign_gross,movie,production_budget,domestic_gross_y,worldwide_gross,domestic_success,foreign_success,WW_success
107,102.0,Crime,Hell or High Water,10900000.0,Hell or High Water,12000000.0,27007844.0,37584304.0,2.2506536666666666,0.9083333333333333,3.1320253333333334
107,102.0,Drama,Hell or High Water,10900000.0,Hell or High Water,12000000.0,27007844.0,37584304.0,2.2506536666666666,0.9083333333333333,3.1320253333333334
109,52.0,Documentary,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
111,105.0,Drama,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
113,121.0,Action,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
113,121.0,Sci-Fi,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
113,121.0,Thriller,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
115,111.0,Crime,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
115,111.0,Drama,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
115,111.0,Thriller,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
117,109.0,Drama,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
117,109.0,Thriller,The Gambler,5600000.0,The Gambler,25000000.0,33680992.0,38718031.0,1.34723968,0.224,1.54872124
123,90.0,Documentary,The Last Station,6900000.0,The Last Station,18000000.0,6617867.0,15696146.0,0.3676592777777778,0.38333333333333336,0.8720081111111111
124,,Drama,The Last Station,6900000.0,The Last Station,18000000.0,6617867.0,15696146.0,0.3676592777777778,0.38333333333333336,0.8720081111111111
126,115.0,Comedy,The Descendants,94700000.0,The Descendants,20000000.0,82624961.0,175507800.0,4.13124805,4.735,8.77539
126,115.0,Drama,The Descendants,94700000.0,The Descendants,20000000.0,82624961.0,175507800.0,4.13124805,4.735,8.77539
127,80.0,Drama,The Descendants,94700000.0,The Descendants,20000000.0,82624961.0,175507800.0,4.13124805,4.735,8.77539
132,98.0,Comedy,You Will Meet a Tall Dark Stranger,31000000.0,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,0.21652106666666668,2.066666666666667,2.2831877333333335
132,98.0,Drama,You Will Meet a Tall Dark Stranger,31000000.0,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,0.21652106666666668,2.066666666666667,2.2831877333333335
132,98.0,Romance,You Will Meet a Tall Dark Stranger,31000000.0,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,0.21652106666666668,2.066666666666667,2.2831877333333335
133,94.0,Comedy,Diary of a Wimpy Kid,11700000.0,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,4.266908333333333,0.78,5.1302874
